Entity,Match,Matched Entity,Score
increased seizure frequency,True,Cocaine induced sleep disorder,0.8853869
new weakness,True,Nail disease,0.8985801
new lesions in the brain,True,Radiation fibrosis of lung,0.9045396
VULVAR CANCER,True,Vulvar mass,0.9788883
a perforated colon cancer,True,Traumatic colon perforation,0.9605922
A tumor,True,Lipoma,0.90081066
squamous cell carcinoma in situ,True,"Squamous cell carcinoma in situ, skin",1.0000002
KNOWN DRUG ALLERGIES,True,Drug allergy,0.9608735
reddish lesion,True,Skin lesion,0.93224955
STAGE II SQUAMOUS CELL CARCINOMA OF THE VULVA,True,"Squamous cell carcinomatosis, unspecified site",0.9573074
new onset chest pain,True,Atypical chest pain,0.92629445
a moderate fixed defect within the inferior wall,True,Longitudinal reduction defect of left fibula,0.9034012
mild inferior wall hypokinesis,True,Left inferior oblique muscle dysfunction,0.9194932
severe two vessel coronary artery disease,True,Chronic coronary insufficiency,0.91489035
a right dominant system,True,Left pendulous breast,0.8936866
"a 1900-01-00 lesion in the distal left main,",True,HX of parietal stroke,0.8600444
several tight lesions in the proximal and mid left anterior descending artery,True,Hourglass stricture and stenosis of stomach,0.90726095
a 1900-01-00 stenosis in the proximal circumflex,True,Left wo being seen,0.85008645
mild diffuse plaquing,True,Diffuse crescentic glomerulonephritis,0.92042893
focal stenosis,True,Spinal stenosis,0.9160585
Benign Prostatic Hypertrophy,True,Prostate hyperplasia,0.94703877
Hemorrhoids,True,Hemorrhoid,0.99422324
carotid or femoral bruits,True,"Carotid artery disease, unspecified",0.9161134
Persistent bibasilar atelectasis,True,Neonatal primary atelectasis,0.91638553
tiny pleural effusions,True,Secondary pleural effusion,0.9714972
Stable postoperative cardiac and mediastinal widening,True,Postprocedural pulmonary air leak,0.9090661
slow to wean,True,Slow feeding in newborn,0.8757211
atrial or ventricular arrhythmias,True,Re-entry ventricular arrhythmia,0.9418991
persistent bibasilar atelectasis,True,Neonatal primary atelectasis,0.91638553
vasospasm,True,Cerebral vasospasm,0.98149073
Sinus Bradycardia,True,Sinus bradycardia,1.0000002
RLQ PAIN,True,RLQ abdominal rigidity,0.918154
moderate AS,True,Elevated CEA,0.8660998
dsypnea,True,Dyspnea,0.90938175
worsening CHF/volume overload,True,"Hypercapnic respiratory failure, unspecified acuity",0.90929115
more short of breath,True,Lack of adequate sleep,0.86369467
the dyspnea,True,Dyspnea,0.9664971
f/c/s,False,Abnl chest MRI,0.8239666
n/v/diarrhea,True,Diarrhea after GI surgery,0.9150799
increasing confusion,True,Growing pains,0.94044805
Moderate AS,True,Elevated CEA,0.8660998
DM 1900-01-02,True,COVID-19 disease,0.8677203
Pulmonary fibrosis,True,Pulmonary fibrosis,1.0
CHF/CAD,True,TB of CNS,0.88595486
elevated JVD,True,Elevated TSH,0.9358798
decreased BS,True,Elevated CEA,0.923924
few crackles b/l,True,Abnl size of teeth,0.8932402
pitting edema b/l,True,Bilat orbital edema,0.91153955
ventricular septal defect,True,Ventricular septal defect,1.0
hypertrophied,True,Hypertrophic scar,0.9425379
focal calcifications in the aortic arch,True,Calcification of multiple muscles due to burns,0.9519799
three aortic valve leaflets,True,Mitral and aortic valve stenoses,0.94413495
moderate aortic valve stenosis,True,Aortic valve stenosis,0.9813652
increased,False,Canities,0.8427993
pulmonary artery diastolic hypertension,True,Diastolic dysfunction,0.9402012
Severe cardiomegaly,True,Cardiomegaly,0.97421896
left lower lobe atelectasis,True,Bilat lower lobe pneumonia,0.9171682
valvular disorder,True,Mitral valve disorder,0.92765737
hypercarbic respiratory failure,True,"Hypercapnic respiratory failure, unspecified acuity",0.9566046
her repiratory failure,True,Respiratory insufficiency,0.9004889
hypercarbia,True,Hypercapnia,0.9236536
metabolic alkalosis,True,Metabolic alkalosis,1.0000002
intermittent somnolence,True,Daytime somnolence,0.97252667
moderate MS,True,Secondary dm,0.8527081
mod pulm HTN,True,Abnl brain MRI,0.9210818
her pulm edema,True,Empyema w fistula,0.9264306
pulm HTN,True,Essential HTN,0.9247592
Respiratory acidosis,True,Respiratory acidosis,0.99999976
Renal insufficiency,True,Renal insufficiency,0.99999976
elevated INR,True,Elevated CEA,0.9517434
supratherpeutic INR,True,Hx of antineoplastic chemotherapy,0.8910531
Diastolic congestive heart failure,True,"Systolic heart failure, unspecified acuity",0.9535898
chronic obstructive lung disease,True,Chronic obstructive asthma,0.94609624
Chronic kidney disease,True,Kidney disease,0.9437864
GASTRIC CARCINOMA,True,Gastric adenocarcinoma and proximal polyposis of the stomach (GAPPS),0.9579695
Gastric carcinoma,True,Gastric adenocarcinoma and proximal polyposis of the stomach (GAPPS),0.9579695
ventral hernia,True,Ventral hernia,1.0000002
a gastric mass,True,Gastric mass,0.9621062
gastric carcinoma,True,Gastric adenocarcinoma and proximal polyposis of the stomach (GAPPS),0.9579695
this carcinoma,True,"Adenocarcinoma in villous adenoma, unspecified site",0.92731726
a 1900-01-10 pound weight loss,True,DM 1 w cheiropathy,0.8659292
any abdominal pain,True,Acute abdominal pain,0.9355484
nodular goiter,True,Toxic nodular thyroid goiter,0.9421109
her relative hypothyroidism,True,Secondary hypothyroidism,0.9625759
stomach carcinoma,True,Gastric adenocarcinoma and proximal polyposis of the stomach (GAPPS),0.9385232
a flat nontender abdomen,True,Bilat upper arm pain,0.9150288
multiple well healed surgical scars,True,Open wound of chin,0.9050826
cva tenderness,True,Bilat tmj tenderness,0.91985714
spinal tenderness,True,Abdominal tenderness,0.94974387
poorly differentiated gastric adenocarcinoma,True,Gastric adenocarcinoma and proximal polyposis of the stomach (GAPPS),0.9660727
a small ventral hernia,True,Incarcerated ventral hernia,0.9530351
a large mass,True,Presence of AICD,0.8759502
metastatic spread,True,Metastatic cancer to eye,0.93211395
Her wounds,True,Wound drainage,0.92341745
her wounds,True,Wound drainage,0.92341745
some difficulties,True,Acute MI,0.89672774
a sundowning effect,True,Vaping-related disorder,0.9047286
poorly differentiated adenocarcinoma,True,"Adenocarcinoma, head",0.9674847
Metastatic carcinoma,True,Adenocarcinoma metastatic to bilat kidneys,0.9512832
some dysuria,True,Dysuria,0.956499
numerous white cells,True,Microscopic hematuria,0.87134236
post-operative anemia,True,Postoperative pneumonia,0.94234705
END-STAGE RENAL DISEASE,True,Chronic renal insufficiency,0.93793476
Acute thrombosis,True,Venous thrombosis,0.9601056
Pulmonary emboli,True,Cerebral embolism,0.974491
Hypercoagulable state,True,Hypercoagulable state,0.9999998
Perforated viscus,True,Intestinal perforation,0.9340066
Abdominal abscesses,True,Multiple abscesses,0.9730535
renal disease,True,Renal failure,0.98585427
multiple complications,True,Terminal illness,0.9018072
hypercoagulable state,True,Hypercoagulable state,0.9999998
necrosis of the cadaveric renal vein,True,Aseptic necrosis of left hip,0.8986343
extremely dyssynchronous,True,Presence of biventricular cardiac pacemaker,0.8969575
substantial auto PEEP,True,Elevated LDH,0.88115466
an elevated dead space,True,Effects of high pressure fluids,0.90058666
multiple pulmonary emboli,True,Chronic pulmonary embolism,0.9678116
the renal vein thrombosis,True,Mesenteric vein thrombosis,0.95570916
an abdominal compartment syndrome,True,Traumatic compartment syndrome of abdomen,0.9458983
a septic process,True,Septic shock,0.94722855
retroperitoneal collection,True,Retroperitoneal mass,0.99087733
extravasated contrast material,True,Extravasation of iv contrast media,0.95795715
a perforated viscus,True,Bilat attic perforation of eardrum,0.93520796
the retroperitoneal mass,True,Retroperitoneal mass,0.98667747
an extensive estimated blood loss,True,Anemia due to blood loss,0.9092734
elevations,True,Confusion,0.9520165
pancreatic inflammation,True,Pancreatic disorder,0.97718143
his septic physiology,True,Pyogenic shock,0.9273138
specific underlying coronary dysfunction,True,Chronic coronary insufficiency,0.9278902
his Serratia pneumonia,True,Scleredema buschkes,0.90695447
his abdominal process,True,Abdominal swelling,0.9224085
an underlying hypercoagulable state,True,Secondary hypercoagulable state,0.9722595
the repeated clots,True,Hx of coagulopathy,0.88853794
the bleeding problems,True,Athetosis,0.9018354
metabolic and electrolyte abnormalities,True,Electrolyte imbalance,0.9533868
critically ill,True,Septic shock,0.92746836
additional retroperitoneal fluid,True,Retroperitoneal infection,0.972386
dependent,True,Hunger,0.9521196
an ongoing requirement,True,Need for continuous supervision,0.90298414
persistently acidotic,True,Respiratory acidosis,0.9313068
his Jackson-Pratt site,True,Acquired bilat mallet finger,0.91700685
right oblique incision,True,Incisional hernia,0.8983669
Bloody drainage,True,Wound drainage,0.93448645
his increasingly distended abdomen,True,Obstructive jaundice,0.89131045
massive retroperitoneal contamination,True,Retroperitoneal infection,0.9735383
multiple enteric fistulae,True,Intestinal fistula,0.9619516
an ischemic bowel,True,Acute ischemic enteritis,0.95417345
#NAME?,False,Right nursemaids elbow,0.810593
hypomania,True,Hypomania,0.99999994
L5-S1 spondylolisthesis,True,Open C1 vertebral fx,0.91157115
shaking om bilateral lower extremities,True,"Acute DVT of right arm, post CABG",0.9064777
ecchymotic,True,DM 2 w hyperosmolar coma,0.8900975
edematous,True,Localized edema,0.91978824
nystagmus,True,Nystagmus,1.0
abnormal movements,True,Movement disorder,0.91870904
tremors,True,Tremor,0.9883975
decreased sensation L5-S1 distrubution,True,Hx of selective lumbar nerve block,0.8997658
fractures,True,Rib injury,0.8937055
intraparenchymal and extraaxial blood ( mostly subarachnoid ) in bilateral cerebral hemispheres,True,"Hemangioma, intraabdominal",0.9015117
contrecoup injury,True,RUQ abdominal rigidity,0.89533806
fracture of right C7 pedicle,True,Crush injury of right hip and thigh,0.91560435
bliateral lung nodules,True,Multiple pulmonary nodules,0.9312109
a right thyroid nodule,True,Thyroid nodule,0.9523202
any acute injury,True,"Cause of injury, shotgun",0.9014976
some pain issues,True,Pain crisis,0.924929
jittery,True,Clumsiness,0.8778825
her headaches,True,Primary cough headache,0.9095794
ligamentous injury,True,Ligament disorder,0.95427954
mild headache,True,Mixed headache,0.9265255
the subarachnoid hemorrhage,True,Traumatic subarachnoid hemorrhage,0.98144495
the right thyroid nodule,True,Thyroid nodule,0.95230675
the bilateral small lung nodules,True,Multiple pulmonary nodules,0.95004576
Head trauma,True,Closed head injury,0.94837826
C7 fracture,True,Incomplete C5-C7 quadriplegia,0.88854724
any other problems,True,Psychological factors affecting other medical conditions,0.8634455
HEPATOCELLULAR CARCINOMA,True,Hepatocellular carcinoma,1.0000001
HEPATITIS C,True,Hepatitis C,1.0000002
Hepatocellular carcinoma,True,Hepatocellular carcinoma,1.0000001
a previous trauma,True,Acute pain due to trauma,0.8799693
a rise in his alpha feta protein,True,Fhx of protein C deficiency,0.9007557
appreciable ascites,True,"Toxic liver disease w ascites, w chronic active hepatitis",0.9058652
bilateral ankle edema,True,Ankle edema,0.9624621
his hepatocellular carcinoma,True,Hepatocellular carcinoma,0.9654137
a coagulopathy,True,Hx of coagulopathy,0.9462872
coagulopathic,True,Coagulopathy due to liver disease,0.9488033
a resultant pulmonary edema,True,Acute pulmonary edema,0.9204991
ischemia of his kidneys,True,Renal ischemia,0.93333864
mentally obtunded,True,Complete SAB W genital tract infection,0.8749161
the seizure,True,Tetany,0.9140654
a large bleed from his tongue,True,Open wound of right cheek,0.9119628
his continued coagulopathy,True,Coagulopathy due to liver disease,0.9329417
bleeding from his nasopharynx,True,Foreign body in nasopharynx,0.95718896
upper gastrointestinal bleeding,True,Gastrointestinal tract cancer,0.96845734
a diffuse duodenitis,True,Erosive duodenitis w hemorrhage,0.942672
the gastrointestinal bleeding,True,Burn of gastrointestinal tract,0.95005167
severe bleeding,True,Breakthrough bleeding,0.9184032
progressively hypotensive,True,Hypotension,0.9663038
eventual bradycardia,True,Bradycardia,0.9643928
a left lower lobe mass,True,Left arm abscess,0.9222616
atypical bronchial epithelial cells,True,Bronchial lesion,0.94455355
Rectal fissure,True,Rectal fistula,0.95189255
the left breast nodule,True,Mammographic left breast mass,0.9420343
a postoperative bleeding,True,Postoperative complication,0.9499834
an estimated blood loss,True,Anemia due to blood loss,0.8799606
Left lung mass,True,Lung mass,0.9519875
CP Standardized,True,CNS disease,0.92777956
lt arm/ chest pain,True,RLQ abdominal pain,0.90936005
Pregnancy,True,Pneumonia,0.9248601
fetal decelerations,True,Fetal cardiovascular abnormality,0.9039365
Elevated one hour glucose tolerance test,True,Impaired fasting glucose,0.90888995
"spontaneous , premature rupture of membranes",True,Prolonged rupture of membranes,0.93895674
maternal fever,True,Acute MI,0.9189957
twin B breech presentation,True,Breech presentation,0.9529853
One apnea and bradycardia event,True,Obstructive apnea of newborn,0.90212345
Prematurity 1900-02-01 and 2024-07-04 weeks,True,"Prematurity of newborn, completed 31 weeks gestation",0.9138441
Indirect hyperbilirubinemia,True,Hyperbilirubinemia of prematurity,0.9857521
benign mucinous cystadenoma,True,"Mucinous cystadenocarcinoma, left ovary",0.9561974
an ovarian mass,True,Right ovarian mass,0.97027636
a 1900-01-14 x 1900-01-14 x 1900-01-10 cm pelvic mass,True,Hx of PICC line (removed),0.853868
